Stadt,Jahr,Vegetationsindex NE,Vegetationsindex NW,Vegetationsindex SE,Vegetationsindex SW,Niederschlag [mm],Lufttemperatur [K],Temperatur [K],Taupunkttemperatur [K],Maximum Temperatur [K],Minimum Temperatur [K],Niederschlag [kg/m*m],Relative Luftfeuchtigkeit [%],Spezifische Luftfeuchtigkeit [g/kg],Temperatur [°C],Maximum Temperatur [°C],Minimum Temperatur [°C],Dengue Fälle
iq,2007-04-16,0.14,0.21,0.17,0.27,93.62,297.03,298.09,296.01,304.8,292.0,46.45,94.72,17.55,27.4,33.5,22.1,5
sj,2007-04-16,0.07,0.04,0.11,0.09,0.0,299.34,299.56,294.51,301.7,297.6,2.22,74.83,15.85,27.73,33.3,22.8,4
iq,2007-04-23,0.27,0.18,0.2,0.3,157.86,297.34,298.28,296.5,304.9,292.9,62.3,95.53,18.1,27.03,34.1,22.0,8
sj,2007-04-23,0.02,0.02,0.1,0.06,69.7,299.02,299.25,295.49,302.8,296.9,63.1,81.11,16.91,26.87,34.4,21.7,1
sj,2007-04-30,0.04,0.01,0.14,0.12,93.03,298.78,298.88,295.47,301.0,296.6,63.81,82.08,16.82,26.21,30.0,22.2,10
iq,2007-04-30,0.19,0.15,0.3,0.17,103.39,297.23,298.07,295.94,304.7,293.6,47.24,93.47,17.52,27.85,33.0,21.0,3
sj,2007-05-07,-0.06,-0.03,0.14,0.17,9.83,299.47,299.51,295.54,301.8,297.6,40.3,79.19,16.95,27.33,31.7,23.3,8
iq,2007-05-07,0.16,0.16,0.18,0.23,89.15,296.91,298.22,295.99,306.6,291.7,56.1,95.04,17.61,28.1,33.5,21.5,4
iq,2007-05-14,0.17,0.17,0.16,0.23,45.23,295.6,296.5,294.01,304.4,290.7,86.9,91.83,15.65,28.1,32.5,19.0,11
sj,2007-05-14,0.0,0.01,0.25,0.24,6.8,300.66,300.84,296.18,303.1,298.8,8.4,76.76,17.61,29.0,33.3,24.4,13
sj,2007-05-21,0.06,0.02,0.07,0.08,6.2,300.69,300.85,295.61,302.7,298.7,2.2,73.98,17.01,28.76,33.3,23.9,10
iq,2007-05-21,0.36,0.26,0.33,0.35,64.11,297.23,298.71,296.17,307.3,292.5,65.6,94.85,17.72,28.25,33.8,21.7,5
sj,2007-05-28,0.14218700475435816,0.1,0.13,0.11,45.7,300.46,300.72,295.85,303.3,298.3,24.9,76.02,17.26,28.46,32.8,23.9,21
iq,2007-05-28,0.09,0.08,0.11,0.06,76.68,296.18,297.19,294.04,306.8,286.9,29.1,89.28,15.74,24.7,32.8,17.5,8
sj,2007-06-04,-0.01,-0.06,0.15,0.17,85.81,300.96,301.17,296.11,303.3,298.9,17.74,74.96,17.51,29.2,33.9,23.3,18
iq,2007-06-04,0.21,0.26,0.21,0.23,39.11,296.86,298.24,295.23,305.2,292.1,33.48,91.72,16.73,26.5,31.3,20.4,4
sj,2007-06-11,-0.01,-0.02,0.1,0.09,62.42,300.55,300.56,295.98,302.9,298.4,25.3,76.16,17.37,28.54,34.4,23.9,21
iq,2007-06-11,0.34,0.29,0.34,0.3,54.78,296.65,298.17,294.93,304.8,290.3,30.9,91.46,16.39,26.6,32.6,20.7,3
sj,2007-06-18,0.11,0.04,0.2,0.21,15.76,301.15,301.37,296.09,303.6,298.9,4.2,74.16,17.49,29.01,33.9,24.4,34
iq,2007-06-18,0.17,0.12,0.17,0.17,78.83,296.12,297.39,294.97,304.4,292.8,70.3,94.07,16.42,25.97,32.0,21.2,1
iq,2007-06-25,0.15,0.17,0.2,0.13,11.41,296.57,298.01,295.18,305.0,292.7,22.8,92.67,16.63,26.57,31.7,20.7,2
sj,2007-06-25,0.25,0.12,0.23,0.16,46.08,301.1,301.31,296.54,303.7,299.3,9.7,76.33,17.95,29.27,33.9,25.0,25
iq,2007-07-02,0.18,0.27,0.19,0.21,1.59,296.83,298.11,292.18,305.8,290.2,1.4,78.07,13.8,25.9,32.0,19.6,3
sj,2007-07-02,0.05,0.01,0.22,0.16,19.09,301.02,301.11,296.16,303.2,299.1,20.5,74.92,17.51,28.84,33.3,24.4,34
sj,2007-07-09,0.14218700475435816,0.06,0.16,0.18,1.13,300.97,301.0,296.18,303.0,298.7,11.56,75.24,17.56,28.87,33.3,24.4,33
iq,2007-07-09,0.32,0.27,0.25,0.35,18.78,297.39,299.01,293.93,306.9,290.7,13.04,83.39,15.42,26.75,32.7,19.9,4
sj,2007-07-16,0.08,0.09,0.12,0.09,40.7,300.95,301.09,296.13,303.2,298.8,22.32,75.14,17.51,28.57,33.3,24.4,40
iq,2007-07-16,0.31,0.34,0.36,0.36,26.29,296.06,296.75,294.94,303.6,291.1,39.52,94.25,16.39,26.53,31.3,20.9,1
iq,2007-07-23,0.36,0.4,0.3,0.42,27.91,297.64,299.08,294.35,308.2,290.1,11.64,84.16,15.85,27.35,33.2,20.7,8
sj,2007-07-23,-0.01,0.03,0.1,0.11,85.11,300.5,300.54,296.87,302.9,298.4,40.34,80.81,18.35,28.57,33.3,25.0,42
iq,2007-07-30,0.42,0.37,0.37,0.49,70.88,296.72,297.94,293.0,305.6,290.0,25.5,82.57,14.72,24.25,34.0,16.4,5
sj,2007-07-30,0.07,0.1,0.23,0.24,1.02,301.08,301.17,296.06,303.1,299.1,8.3,74.26,17.47,28.63,32.8,24.4,36
sj,2007-08-06,0.02,0.03,0.13,0.12,37.75,301.17,301.26,296.92,303.0,299.0,21.41,77.77,18.41,28.61,31.7,24.4,72
iq,2007-08-06,0.28,0.24,0.29,0.27,35.77,297.82,299.34,292.71,308.2,289.7,6.08,76.62,14.34,26.48,32.7,17.2,3
iq,2007-08-13,0.27,0.27,0.24,0.2,36.78,298.09,298.94,294.07,308.0,291.8,9.21,80.94,15.57,26.9,33.1,21.3,2
sj,2007-08-13,0.14218700475435816,0.01,0.13,0.13,72.44,300.99,301.09,296.92,303.0,299.0,25.69,78.64,18.41,28.39,31.7,23.3,75
sj,2007-08-20,0.03,0.09,0.29,0.27,34.47,300.91,301.06,296.8,302.9,298.9,56.82,78.46,18.31,28.46,33.9,23.9,76
iq,2007-08-20,0.34,0.36,0.33,0.37,9.06,298.79,300.67,294.2,308.1,294.3,12.4,79.33,15.76,27.12,33.3,19.9,7
sj,2007-08-27,0.08,0.06,0.15,0.13,62.56,300.83,300.98,296.53,303.7,299.0,30.89,77.56,18.0,28.39,33.9,23.9,92
iq,2007-08-27,0.28,0.25,0.23,0.37,30.26,300.67,301.59,293.12,312.4,293.4,12.8,67.76,14.79,27.05,34.7,19.9,1
sj,2007-09-03,0.14218700475435816,0.04,0.23,0.2,30.77,301.22,301.24,296.45,303.3,298.9,19.74,75.35,17.87,28.31,33.3,23.9,71
iq,2007-09-03,0.28,0.28,0.33,0.33,76.28,297.1,298.36,295.68,304.4,293.5,56.85,92.66,17.18,26.3,34.0,20.9,6
sj,2007-09-10,0.14218700475435816,0.06,0.24,0.19,10.37,301.12,301.15,296.29,303.5,298.8,22.24,75.2,17.72,28.87,33.9,25.0,112
iq,2007-09-10,0.29,0.29,0.27,0.34,49.85,298.56,300.12,295.16,308.6,293.0,26.2,84.41,16.65,26.9,32.9,21.4,7
sj,2007-09-17,-0.01,0.07,0.15,0.13,70.39,301.22,301.31,296.56,303.1,298.9,26.14,75.97,18.04,28.3,32.8,24.4,106
iq,2007-09-17,0.32,0.35,0.33,0.42,58.22,298.51,300.71,295.83,309.2,293.3,34.27,86.71,17.37,27.2,33.0,21.6,5
iq,2007-09-24,0.23,0.24,0.23,0.31,59.79,299.7,301.43,295.3,310.6,292.7,10.3,78.56,16.8,27.83,34.1,21.1,2
sj,2007-09-24,-0.03,-0.0,0.15,0.14,94.37,301.05,301.18,296.51,303.5,299.0,16.15,76.41,17.98,28.17,32.2,24.4,101
sj,2007-10-01,0.1,0.02,0.19,0.12,74.5,301.02,301.03,296.64,303.5,299.1,17.6,77.19,18.12,27.99,32.8,22.2,170
iq,2007-10-01,0.32,0.25,0.32,0.29,37.28,298.28,299.82,296.29,310.8,294.7,73.33,89.84,17.84,28.4,35.5,21.6,6
iq,2007-10-08,0.39,0.41,0.31,0.44,39.09,299.58,301.39,295.45,309.6,294.8,38.28,80.45,17.01,28.4,34.2,21.8,11
sj,2007-10-08,0.01,0.1,0.12,0.13,108.26,300.79,300.94,296.84,302.9,299.3,21.98,79.18,18.38,28.13,33.3,23.9,135
iq,2007-10-15,0.23,0.15,0.2,0.24,74.52,299.44,300.83,296.59,310.2,295.0,86.4,86.71,18.27,29.0,35.2,21.9,6
sj,2007-10-15,0.02,0.13,0.25,0.19,17.56,301.49,301.64,296.35,303.6,299.4,8.3,73.87,17.85,29.1,33.9,24.4,106
iq,2007-10-22,0.4,0.32,0.41,0.42,106.73,296.97,298.19,295.96,305.1,291.9,67.93,94.78,17.54,26.9,32.1,20.9,3
sj,2007-10-22,0.14218700475435816,-0.01,0.19,0.18,16.48,301.01,301.09,295.87,302.8,299.0,15.66,73.66,17.28,27.96,32.2,24.4,68
iq,2007-10-29,0.27,0.29,0.29,0.25,51.28,297.83,299.66,296.98,306.3,293.7,67.47,95.59,18.67,27.0,34.0,21.6,11
sj,2007-10-29,0.12,0.05,0.16,0.12,137.55,299.46,299.54,296.02,302.1,297.7,174.64,81.59,17.5,26.2,30.6,22.2,48
iq,2007-11-05,0.33,0.32,0.25,0.33,69.88,299.48,300.56,296.25,308.5,294.3,50.6,84.85,17.98,28.7,34.8,22.5,11
sj,2007-11-05,-0.25,-0.05,0.21,0.17,15.25,300.6,300.69,295.84,302.6,298.2,10.3,75.35,17.3,27.44,32.2,22.8,48
sj,2007-11-12,-0.06,-0.06,0.21,0.2,42.0,299.93,300.19,295.64,303.1,297.5,21.4,77.48,17.08,26.81,31.1,22.8,26
iq,2007-11-12,0.18,0.13,0.22,0.19,109.5,298.13,299.74,296.83,308.6,294.6,103.3,93.55,18.55,27.68,33.5,21.6,5
sj,2007-11-19,0.14218700475435816,0.13057692307692306,0.2,0.16,73.37,299.82,299.89,295.75,301.8,297.9,43.4,78.53,17.19,26.9,31.1,22.8,33
iq,2007-11-19,0.23,0.19,0.23,0.2,52.27,297.68,298.37,296.94,305.7,294.3,124.2,96.21,18.61,26.62,33.3,21.8,4
iq,2007-11-26,0.17,0.18,0.13,0.18,129.33,297.88,299.33,297.22,305.2,294.4,65.57,96.52,18.92,27.12,32.3,22.4,9
sj,2007-11-26,-0.06,-0.04,0.09,0.13,15.95,299.09,299.19,293.35,300.7,297.3,9.78,70.73,14.77,25.44,28.9,22.2,29
iq,2007-12-03,0.3,0.34,0.26,0.35,73.16,298.52,299.61,296.9,305.5,294.3,57.8,91.65,18.61,27.9,33.0,22.8,23
sj,2007-12-03,0.14218700475435816,-0.04,0.1,0.09,17.85,299.02,299.02,294.29,300.8,297.1,68.0,75.37,15.68,25.84,29.4,22.8,17
sj,2007-12-10,-0.13,-0.05,0.15,0.14,31.3,298.9,298.97,294.77,300.9,297.0,66.72,78.02,16.13,25.77,28.9,22.2,12
iq,2007-12-10,0.31,0.23,0.24,0.29,83.39,299.05,300.27,296.26,307.8,294.3,42.68,86.76,17.91,28.85,34.2,22.6,28
sj,2007-12-17,0.14218700475435816,-0.04,0.17,0.15,62.11,298.67,298.76,294.98,300.4,296.2,50.53,80.18,16.34,25.07,28.9,21.7,13
iq,2007-12-17,0.27,0.28,0.28,0.24,146.13,297.14,298.24,296.4,306.6,293.3,89.72,96.07,18.03,27.62,32.9,22.4,26
iq,2007-12-24,0.2,0.19,0.17,0.23,53.57,297.64,298.73,296.37,304.9,294.3,62.14,93.47,17.98,27.7,32.1,21.7,7
sj,2007-12-24,0.01,0.02,0.21,0.14,0.0,298.6,298.75,293.93,300.8,295.5,2.36,75.45,15.32,25.09,28.3,21.1,17
iq,2008-01-07,0.19,0.16,0.18,0.19,19.95,299.28,300.54,294.67,308.2,294.1,21.4,78.67,16.26,28.28,36.0,21.5,29
sj,2008-01-07,0.0,-0.31,0.24,0.2,0.0,298.04,298.12,293.51,299.9,296.6,27.99,76.15,14.91,25.4,29.4,22.2,15
iq,2008-01-14,0.44,0.28,0.36,0.47,71.84,296.1,296.54,295.2,302.1,293.3,62.61,95.28,16.68,25.8,31.4,22.6,58
sj,2008-01-14,0.14218700475435816,-0.11,0.33,0.24,37.24,298.14,298.23,293.6,300.0,296.3,37.66,76.13,14.98,24.97,28.3,21.1,14
iq,2008-01-21,0.19,0.22,0.23,0.17,95.97,298.03,299.48,297.09,305.5,292.4,63.92,94.97,18.87,27.43,33.8,21.8,26
sj,2008-01-21,0.14218700475435816,0.04,0.12,0.11,0.0,297.63,297.87,293.02,300.1,295.3,4.1,75.64,14.49,24.43,27.8,20.6,15
iq,2008-01-28,0.28,0.32,0.22,0.3,102.59,297.21,298.34,296.25,304.8,294.8,93.43,95.13,17.84,27.18576786978061,31.3,21.9,38
sj,2008-01-28,-0.03,-0.22,0.11,0.16,81.22,297.97,298.13,293.64,299.5,296.4,27.16,77.17,15.07,24.53,27.8,21.1,10
iq,2008-02-04,0.35,0.37,0.31,0.4,110.0,298.4,299.97,297.01,307.6,294.2,66.0,93.0,18.69,27.57,32.2,22.8,35
sj,2008-02-04,0.14218700475435816,-0.14,0.22,0.17,0.0,298.02,298.18,292.96,300.7,294.3,2.7,73.57,14.41,24.57,28.9,20.0,9
sj,2008-02-11,-0.11,-0.0,0.23,0.27,0.0,297.24,297.28,291.54,299.3,295.4,19.7,70.64,13.23,24.21,27.2,21.1,2
iq,2008-02-11,0.23,0.17,0.2,0.19,38.72,299.49,300.76,294.63,308.4,293.5,28.0,78.13,16.28,27.87,34.5,20.5,37
sj,2008-02-18,0.07,-0.06,0.15,0.15,0.0,297.84,297.91,292.94,299.3,296.5,10.17,74.23,14.37,24.8,28.3,21.1,6
iq,2008-02-18,0.17,0.2,0.17,0.17,47.23,297.77,299.17,296.92,306.0,294.8,103.22,95.71,18.56,26.6,31.7,22.1,20
iq,2008-02-25,0.24,0.22,0.16,0.19,122.64,297.1,298.32,295.61,304.1,292.9,33.9,92.37,17.13,28.0,33.4,22.0,29
sj,2008-02-25,-0.14,-0.1,0.25,0.23,0.0,297.91,298.06,293.13,299.6,296.4,8.3,74.79,14.54,24.9,28.3,21.7,8
iq,2008-03-03,0.35,0.22,0.27,0.39,101.33,296.96,297.72,296.38,302.3,294.1,70.83,96.93,17.95,26.85,32.5,22.5,25
sj,2008-03-03,0.14218700475435816,0.02,0.21,0.12,0.0,297.77,298.07,292.5,299.9,296.3,6.46,72.66,13.97,24.74,27.8,21.1,5
sj,2008-03-10,-0.09,-0.09,0.22,0.15,0.0,297.88,298.01,293.05,299.9,295.5,6.5,74.68,14.47,25.11,29.4,21.1,1
iq,2008-03-10,0.17,0.14,0.17,0.2,210.83,297.75,299.34,295.52,307.9,293.3,39.1,88.97,17.06,27.18,33.3,21.9,23
sj,2008-03-17,-0.32,-0.14,0.11,0.14,0.0,297.6,297.64,292.2,299.5,296.1,9.38,71.93,13.72,25.33,28.9,22.2,2
iq,2008-03-17,0.13,0.17,0.13,0.15,96.05,298.02,299.59,295.9,305.5,293.0,32.17,89.27,17.51,26.25,33.2,22.2,9
sj,2008-03-24,0.04,0.02,0.1,0.09,0.0,297.4,297.44,292.21,299.8,294.9,0.9,72.92,13.74,25.2,30.0,20.6,3
iq,2008-03-24,0.24,0.23,0.12,0.2,91.87,296.76,297.99,295.48,305.0,293.3,90.5,93.45,17.0,27.18576786978061,31.7,22.0,3
sj,2008-03-31,0.08,-0.04,0.31,0.3,27.19,296.96,296.96,292.1,299.7,294.4,7.55,74.25,13.64,25.04,30.0,21.1,4
iq,2008-03-31,0.34,0.3,0.32,0.38,62.13,297.09,297.99,295.95,303.7,293.1,53.36,94.07,17.51,26.9,31.7,22.6,6
sj,2008-04-07,-0.04,-0.02,0.12,0.07,3.82,298.08,298.23,293.24,299.8,296.5,3.67,74.6,14.66,26.24,30.6,22.2,3
iq,2008-04-07,0.27,0.19,0.19,0.22,107.0,297.69,298.84,295.85,305.4,293.7,24.9,90.96,17.42,27.87,33.4,22.5,6
sj,2008-04-14,-0.16,-0.05,0.14,0.14,16.96,297.46,297.56,292.73,299.4,295.8,35.0,75.03,14.18,25.0,29.4,21.7,1
iq,2008-04-14,0.28,0.35,0.32,0.3,71.45,297.54,298.9,296.63,306.1,292.8,99.96,95.16,18.32,28.3,32.8,21.0,3
sj,2008-04-21,0.0,0.13057692307692306,0.2,0.21,0.0,297.63,297.78,292.27,299.7,295.9,4.82,72.29,13.86,25.31,29.4,21.7,3
iq,2008-04-21,0.3,0.24,0.3,0.33,79.74,297.45,298.66,295.94,305.5,293.8,45.96,92.12,17.5,26.8,33.6,21.7,1
sj,2008-04-28,-0.04,-0.01,0.08,0.09,0.0,298.67,298.69,294.28,300.9,295.9,2.17,76.96,15.67,27.04,31.7,23.3,5
iq,2008-04-28,0.27,0.37,0.34,0.28,42.05,296.76,297.41,296.38,301.9,293.7,62.52,97.97,17.96,26.65,33.0,21.6,3
iq,2008-05-05,0.06,0.13,0.09,0.12,42.12,298.07,299.41,296.74,306.3,293.1,115.99,93.66,18.4,27.87,32.5,22.7,1
iq,2008-05-12,0.14,0.16,0.14,0.13,50.5,295.98,296.87,294.67,304.5,290.6,47.1,93.16,16.18,26.6,32.4,20.6,1
iq,2008-05-19,0.2,0.3,0.26,0.23,30.08,294.85,295.42,293.24,304.4,288.5,18.08,91.5,14.78,26.17,31.0,18.0,0
iq,2008-05-26,0.22,0.24,0.18,0.2,45.69,296.27,296.94,295.64,303.4,291.7,59.4,96.62,17.14,26.35,31.5,21.4,2
iq,2008-06-02,0.12,0.16,0.09,0.1,72.04,296.74,297.69,295.99,304.1,293.8,134.66,96.03,17.52,27.2,32.3,21.7,1
iq,2008-06-09,0.2,0.16,0.18,0.13,30.09,296.4,297.36,295.21,304.4,292.2,73.01,93.98,16.71,26.9,31.1,20.4,1
iq,2008-06-16,0.29,0.26,0.25,0.29,13.27,296.19,297.36,293.89,305.8,288.2,12.9,88.81,15.38,27.18576786978061,32.452437325905294,17.8,0
iq,2008-06-23,0.22,0.18,0.27,0.25,111.18,296.74,297.65,295.93,304.4,293.8,57.87,95.86,17.45,27.18576786978061,32.452437325905294,21.0,0
iq,2008-06-30,0.2,0.28,0.21,0.27,89.88,296.46,297.25,295.19,304.8,291.2,61.8,93.8,16.71,27.18576786978061,32.452437325905294,18.0,1
iq,2008-07-07,0.3,0.23,0.25,0.26,0.0,296.54,297.81,293.83,304.9,290.7,9.4,86.52,15.29,27.18576786978061,32.452437325905294,20.8,0
iq,2008-07-14,0.15,0.15,0.33,0.13,0.0,296.55,297.48,293.59,305.9,290.5,7.47,85.66,15.08,27.18576786978061,32.452437325905294,21.0,3
iq,2008-07-21,0.23,0.21,0.22,0.2,62.84,296.08,297.41,294.69,304.6,291.8,27.33,93.06,16.14,27.18576786978061,32.452437325905294,21.0,3
iq,2008-07-28,0.33,0.21,0.28,0.31,52.36,296.55,297.31,295.0,306.8,287.8,47.59,92.78,16.58,26.6,32.4,20.8,1
iq,2008-08-04,0.35,0.35,0.27,0.39,44.63,297.04,298.5,295.37,307.5,292.9,39.0,92.05,16.87,26.68,33.4,20.6,5
iq,2008-08-11,0.2,0.25,0.21,0.2,32.45,297.31,298.57,295.51,307.4,292.6,143.35,91.09,17.06,27.4,34.2,18.5,2
iq,2008-08-18,0.43,0.43,0.44,0.47,26.03,297.21,298.5,295.35,305.6,292.7,39.69,90.73,16.85,27.9,34.8,19.8,5
iq,2008-08-25,0.28,0.3,0.27,0.38,12.88,299.23,300.31,294.42,310.2,291.8,33.0,78.28,16.0,28.0,38.6,19.2,5
iq,2008-09-01,0.32,0.32,0.31,0.32,58.2,298.57,300.14,295.09,310.4,292.7,37.0,84.49,16.65,27.83,35.1,20.4,5
iq,2008-09-08,0.34,0.37,0.29,0.31,34.59,298.53,300.07,294.86,309.3,293.2,29.0,83.05,16.47,27.35,36.2,20.4,9
iq,2008-09-15,0.23,0.28,0.26,0.23,86.14,296.92,298.24,295.48,305.9,293.4,59.1,92.65,17.03,27.97,36.2,20.8,17
iq,2008-09-22,0.22,0.28,0.21,0.34,65.43,297.59,298.43,295.31,306.7,292.1,53.5,88.53,16.82,27.8,35.6,20.7,19
iq,2008-09-29,0.41,0.36,0.32,0.4,61.38,297.66,298.62,295.49,309.3,292.7,63.27,90.18,17.05,27.75,37.0,20.8,25
iq,2008-10-06,0.39,0.38,0.34,0.4,24.28,299.18,301.15,294.76,310.2,292.4,121.3,79.5,16.33,27.18576786978061,36.0,19.6,45
iq,2008-10-13,0.16,0.16,0.19,0.21,69.47,300.1,301.41,295.36,310.4,294.0,53.9,78.45,17.02,30.03,37.0,21.5,34
iq,2008-10-20,0.29,0.23,0.28,0.36,69.39,298.35,299.9,295.92,310.5,292.7,67.9,88.86,17.53,26.45,34.7,21.0,63
iq,2008-10-27,0.33,0.23,0.27,0.26,52.65,297.87,298.99,296.7,305.0,292.7,111.9,93.85,18.39,27.33,35.5,21.5,44
iq,2008-11-03,0.16,0.2,0.2,0.22,43.6,298.37,299.8,296.83,308.5,294.0,149.1,92.61,18.48,27.4,35.0,21.2,50
iq,2008-11-10,0.5,0.44,0.43,0.55,57.85,298.46,299.53,297.47,307.2,293.1,107.48,95.29,19.25,27.82,35.6,21.2,35
iq,2008-11-17,0.3,0.29,0.31,0.4,60.36,298.5,300.22,296.01,309.6,293.7,63.9,88.33,17.63,28.3,36.0,20.5,16
iq,2008-11-24,0.19,0.2,0.18,0.18,59.44,298.89,300.31,297.74,307.2,295.2,199.52,94.14,19.62,27.97,34.5,21.7,16
iq,2008-12-01,0.25,0.29,0.25,0.32,81.11,298.53,299.72,297.58,306.1,294.7,90.68,95.26,19.39,26.1,33.5,21.0,13
iq,2008-12-08,0.16,0.2,0.17,0.15,45.03,298.11,299.13,297.04,305.2,293.4,139.55,94.64,18.78,26.96,33.7,21.0,9
iq,2008-12-15,0.29,0.35,0.27,0.26,64.03,298.65,300.21,296.18,308.9,295.1,53.25,88.55,17.78,27.8,35.0,21.2,15
iq,2008-12-22,0.18,0.22,0.25,0.19,70.92,298.53,300.26,296.85,306.3,295.2,57.61,91.78,18.57,27.82,35.0,20.5,4
iq,2008-12-29,0.26,0.22,0.2,0.23,55.11,299.56,300.77,295.59,308.3,293.9,41.6,81.87,17.25,28.08,35.4,21.2,0
iq,2009-01-05,0.15,0.16,0.15,0.12,45.760388080388076,298.70191562932223,299.22570539419087,295.2464107883817,303.42710926694326,295.7191562932227,40.151818810511756,82.16215076071923,16.746445366528356,27.18576786978061,32.452437325905294,22.10214979195562,1
iq,2009-01-12,0.23,0.12,0.26,0.22,52.28,297.73,299.01,296.78,304.6,294.2,93.55,95.22,18.46,27.27,34.8,21.1,10
iq,2009-01-19,0.19,0.19,0.2,0.28,72.03,296.68,297.41,296.42,304.0,295.2,149.77,98.61,18.0,27.18,33.3,21.1,11
iq,2009-01-26,0.19,0.2,0.2,0.21,76.16,296.55,297.51,295.14,303.5,292.7,53.81,92.47,16.64,27.57,34.0,21.8,29
iq,2009-02-02,0.17,0.17,0.19,0.16,118.54,297.5,298.8,296.51,304.4,294.0,66.1,94.93,18.13,27.65,33.9,21.1,35
iq,2009-02-09,0.28,0.24,0.2,0.31,149.06,297.41,298.19,296.84,302.7,294.5,93.3,97.01,18.48,27.47,35.0,21.0,30
iq,2009-02-16,0.17,0.15,0.14,0.14,60.51,297.32,298.47,296.19,305.7,292.9,48.72,94.23,17.77,28.1,35.0,21.2,20
iq,2009-02-23,0.19,0.16,0.16,0.2,124.8,297.69,299.01,296.25,306.7,294.2,124.0,92.91,17.85,27.7,35.0,20.5,21
iq,2009-03-02,0.28,0.31,0.29,0.32,147.44,297.39,298.86,296.49,306.6,294.3,102.72,95.12,18.13,26.58,33.2,20.5,12
iq,2009-03-09,0.36,0.34,0.35,0.38,58.56,297.84,299.0,296.71,304.6,294.5,87.28,94.38,18.35,28.4,35.0,21.0,9
iq,2009-03-16,0.2,0.18,0.23,0.2,97.8,297.06,298.01,296.72,304.0,293.6,108.83,98.13,18.35,27.3,33.8,21.0,11
iq,2009-03-23,0.16,0.19,0.21,0.2,106.68,297.37,298.25,296.5,304.6,293.6,66.83,95.71,18.11,27.8,33.7,21.0,9
iq,2009-03-30,0.22,0.26,0.26,0.31,100.78,297.15,298.32,296.18,303.3,294.6,49.93,94.9,17.78,28.5,34.4,21.5,5
iq,2009-04-06,0.09,0.06,0.09,0.1,131.17,297.25,298.39,296.55,304.5,294.1,63.3,96.4,18.18,27.95,34.2,21.7,11
iq,2009-04-13,0.15,0.14,0.14,0.15,133.47,297.89,298.9,295.8,306.8,293.1,50.64,89.67,17.42,27.13,35.0,21.0,3
iq,2009-04-20,0.22,0.18,0.18,0.22,99.77,296.64,297.62,296.14,304.7,292.6,74.5,97.3,17.7,26.9,33.0,21.2,5
iq,2009-04-27,0.2,0.29,0.16,0.2,52.74,297.55,298.28,296.89,303.6,294.9,62.74,96.66,18.5,26.8,34.4,21.2,5
iq,2009-05-04,0.28,0.35,0.24,0.32,99.89,297.4,298.32,296.45,303.6,294.3,93.8,95.08,18.02,27.15,34.0,21.0,4
iq,2009-05-11,0.19,0.26,0.25,0.22,30.73,297.56,298.54,296.48,306.8,292.9,59.5,95.1,18.09,28.1,35.0,22.0,4
iq,2009-05-18,0.21,0.23,0.25,0.22,38.51,297.61,299.01,296.27,306.5,292.7,46.43,93.3,17.86,28.08,35.0,22.0,1
iq,2009-05-25,0.33,0.22,0.21,0.34,66.46,297.72,299.52,296.01,307.1,293.4,39.89,91.79,17.59,28.35,34.6,21.4,0
iq,2009-06-01,0.24,0.2,0.17,0.19,40.04,296.7,297.52,296.26,305.1,292.7,73.0,97.74,17.83,27.6,34.4,21.0,2
iq,2009-06-08,0.11,0.09,0.1,0.13,42.22,296.13,296.78,295.27,302.5,292.8,53.91,95.51,16.76,28.1,34.0,22.2,3
iq,2009-06-15,0.19,0.16,0.14,0.2,8.74,295.1,295.78,293.91,305.2,289.9,112.31,94.13,15.48,24.67,33.5,20.0,3
iq,2009-06-22,0.29,0.31,0.36,0.39,43.32,296.03,297.31,294.86,305.2,292.0,45.97,93.97,16.36,27.05,33.5,19.4,5
iq,2009-06-29,0.27,0.21,0.24,0.2,141.65,297.22,298.52,296.11,305.6,293.2,66.41,94.56,17.67,27.38,33.4,21.2,2
iq,2009-07-06,0.19,0.18,0.22,0.22,68.15,296.45,297.82,295.36,304.6,292.3,55.5,94.54,16.87,27.45,33.4,21.4,1
iq,2009-07-13,0.39,0.29,0.34,0.29,91.4,296.07,296.99,295.17,306.2,291.4,39.67,95.39,16.68,27.6,33.4,21.6,2
iq,2009-07-20,0.22,0.38,0.22,0.27,65.19,296.53,297.66,295.41,306.8,292.7,40.1,94.62,16.92,26.82,34.5,21.3,0
iq,2009-07-27,0.21,0.28,0.18,0.26,35.82,296.53,297.96,294.05,306.7,292.3,12.93,88.23,15.51,26.95,32.2,21.0,0
iq,2009-08-03,0.15,0.12,0.15,0.16,51.77,297.09,298.24,295.05,307.9,290.4,39.3,89.97,16.6,27.0,33.5,20.5,3
iq,2009-08-10,0.4,0.35,0.48,0.4,9.79,297.37,298.88,294.82,307.9,290.7,34.4,87.81,16.34,27.98,35.4,20.5,5
iq,2009-08-17,0.33,0.41,0.44,0.33,35.23,298.36,299.99,295.51,308.2,292.2,43.2,87.11,17.04,27.7,33.4,21.0,5
iq,2009-08-24,0.22,0.19,0.28,0.26,6.52,298.68,300.11,294.71,309.3,293.0,25.3,80.64,16.23,28.32,36.2,21.2,7
iq,2009-08-31,0.25,0.19,0.18,0.28,95.83,299.0,300.92,296.44,310.4,293.4,45.34,88.18,18.12,29.0,36.2,22.0,5
